studentID,firstName,lastName,middleName,gender,subject,score,timestamp
30000,Natalie,Jones,kumar30000,Female,Maths,3.8,1627104293760
30001,Natalie,Jones,kumar30001,Female,Maths,3.8,1627104293760
30002,Natalie,Jones,kumar30002,Female,Maths,3.8,1627104293760
30003,Natalie,Jones,kumar30003,Female,Maths,3.8,1627104293760
30004,Natalie,Jones,kumar30004,Female,Maths,3.8,1627104293760
30005,Natalie,Jones,kumar30005,Female,Maths,3.8,1627104293760
30006,Natalie,Jones,kumar30006,Female,Maths,3.8,1627104293760
30007,Natalie,Jones,kumar30007,Female,Maths,3.8,1627104293760
30008,Natalie,Jones,kumar30008,Female,Maths,3.8,1627104293760
30009,Natalie,Jones,kumar30009,Female,Maths,3.8,1627104293760
30010,Natalie,Jones,kumar30010,Female,Maths,3.8,1627104293760
30011,Natalie,Jones,kumar30011,Female,Maths,3.8,1627104293760
30012,Natalie,Jones,kumar30012,Female,Maths,3.8,1627104293760
30013,Natalie,Jones,kumar30013,Female,Maths,3.8,1627104293760
30014,Natalie,Jones,kumar30014,Female,Maths,3.8,1627104293760
30015,Natalie,Jones,kumar30015,Female,Maths,3.8,1627104293760
30016,Natalie,Jones,kumar30016,Female,Maths,3.8,1627104293760
30017,Natalie,Jones,kumar30017,Female,Maths,3.8,1627104293760
30018,Natalie,Jones,kumar30018,Female,Maths,3.8,1627104293760
30019,Natalie,Jones,kumar30019,Female,Maths,3.8,1627104293760
30020,Natalie,Jones,kumar30020,Female,Maths,3.8,1627104293760
30021,Natalie,Jones,kumar30021,Female,Maths,3.8,1627104293760
30022,Natalie,Jones,kumar30022,Female,Maths,3.8,1627104293760
30023,Natalie,Jones,kumar30023,Female,Maths,3.8,1627104293760
30024,Natalie,Jones,kumar30024,Female,Maths,3.8,1627104293760
30025,Natalie,Jones,kumar30025,Female,Maths,3.8,1627104293760
30026,Natalie,Jones,kumar30026,Female,Maths,3.8,1627104293760
30027,Natalie,Jones,kumar30027,Female,Maths,3.8,1627104293760
30028,Natalie,Jones,kumar30028,Female,Maths,3.8,1627104293760
30029,Natalie,Jones,kumar30029,Female,Maths,3.8,1627104293760
30030,Natalie,Jones,kumar30030,Female,Maths,3.8,1627104293760
30031,Natalie,Jones,kumar30031,Female,Maths,3.8,1627104293760
30032,Natalie,Jones,kumar30032,Female,Maths,3.8,1627104293760
30033,Natalie,Jones,kumar30033,Female,Maths,3.8,1627104293760
30034,Natalie,Jones,kumar30034,Female,Maths,3.8,1627104293760
30035,Natalie,Jones,kumar30035,Female,Maths,3.8,1627104293760
30036,Natalie,Jones,kumar30036,Female,Maths,3.8,1627104293760
30037,Natalie,Jones,kumar30037,Female,Maths,3.8,1627104293760
30038,Natalie,Jones,kumar30038,Female,Maths,3.8,1627104293760
30039,Natalie,Jones,kumar30039,Female,Maths,3.8,1627104293760
30040,Natalie,Jones,kumar30040,Female,Maths,3.8,1627104293760
30041,Natalie,Jones,kumar30041,Female,Maths,3.8,1627104293760
30042,Natalie,Jones,kumar30042,Female,Maths,3.8,1627104293760
30043,Natalie,Jones,kumar30043,Female,Maths,3.8,1627104293760
30044,Natalie,Jones,kumar30044,Female,Maths,3.8,1627104293760
30045,Natalie,Jones,kumar30045,Female,Maths,3.8,1627104293760
