studentID,firstName,lastName,middleName,gender,subject,score,timestamp
20000,Natalie,Jones,kumar20000,Female,Maths,3.8,1627190674173
20001,Natalie,Jones,kumar20001,Female,Maths,3.8,1627190674173
20002,Natalie,Jones,kumar20002,Female,Maths,3.8,1627190674173
20003,Natalie,Jones,kumar20003,Female,Maths,3.8,1627190674173
20004,Natalie,Jones,kumar20004,Female,Maths,3.8,1627190674173
20005,Natalie,Jones,kumar20005,Female,Maths,3.8,1627190674173
20006,Natalie,Jones,kumar20006,Female,Maths,3.8,1627190674173
20007,Natalie,Jones,kumar20007,Female,Maths,3.8,1627190674173
20008,Natalie,Jones,kumar20008,Female,Maths,3.8,1627190674173
20009,Natalie,Jones,kumar20009,Female,Maths,3.8,1627190674173
20010,Natalie,Jones,kumar20010,Female,Maths,3.8,1627190674173
20011,Natalie,Jones,kumar20011,Female,Maths,3.8,1627190674173
20012,Natalie,Jones,kumar20012,Female,Maths,3.8,1627190674173
20013,Natalie,Jones,kumar20013,Female,Maths,3.8,1627190674173
20014,Natalie,Jones,kumar20014,Female,Maths,3.8,1627190674173
20015,Natalie,Jones,kumar20015,Female,Maths,3.8,1627190674173
20016,Natalie,Jones,kumar20016,Female,Maths,3.8,1627190674173
20017,Natalie,Jones,kumar20017,Female,Maths,3.8,1627190674173
20018,Natalie,Jones,kumar20018,Female,Maths,3.8,1627190674173
20019,Natalie,Jones,kumar20019,Female,Maths,3.8,1627190674173
20020,Natalie,Jones,kumar20020,Female,Maths,3.8,1627190674173
20021,Natalie,Jones,kumar20021,Female,Maths,3.8,1627190674173
20022,Natalie123,Jones,kumar20022,Female,Maths,3.8,1627190674173
20023,Natalie,Jones,kumar20023,Female,Maths,3.8,1627190674173
20024,Natalie,Jones,kumar20024,Female,Maths,3.8,1627190674173
20025,Natalie,Jones,kumar20025,Female,Maths,3.8,1627190674173
20026,Natalie,Jones,kumar20026,Female,Maths,3.8,1627190674173
20027,Natalie,Jones,kumar20027,Female,Maths,3.8,1627190674173
20028,Natalie,Jones,kumar20028,Female,Maths,3.8,1627190674173
20029,Natalie,Jones,kumar20029,Female,Maths,3.8,1627190674173
20030,Natalie,Jones,kumar20030,Female,Maths,3.8,1627190674173
20031,Natalie,Jones,kumar20031,Female,Maths,3.8,1627190674173
20032,Natalie,Jones,kumar20032,Female,Maths,3.8,1627190674173
20033,Natalie,Jones,kumar20033,Female,Maths,3.8,1627190674173
20034,Natalie,Jones,kumar20034,Female,Maths,3.8,1627190674173
